shuffle_id,RMSE
1,32.45259669529905
2,27.66588543888148
3,34.58894518792899
4,33.29210555635405
5,30.565362170188486
6,26.50555358506984
7,35.9159215554494
8,29.087355273459988
9,32.20945359788861
10,30.714667608510982
11,29.472125298226203
12,29.12517175154989
13,24.837177768786784
14,28.702506598149363
15,37.48780286409134
16,32.07447715440365
17,32.94548310247505
18,33.1850367427519
19,29.608059458147345
20,32.340040146095674
21,31.932341070520163
22,29.174421890953823
23,37.143701987793314
24,30.679348384554885
25,30.27280913605904
26,37.41007767005644
27,34.47966796276547
28,35.106393218856596
29,36.5837419701676
30,30.588816446067472
31,33.03773522622102
32,34.007457521399445
33,30.044958848560846
34,30.140153765968872
35,34.03526307160001
36,25.163512155669853
37,30.201144420294405
38,31.27896465557213
39,32.76406470754496
40,29.31831052098648
41,29.842396106715114
42,35.08237611106726
43,34.63246752166659
44,32.799249074326156
45,29.840039342816763
46,23.793694600940388
47,26.543892271554956
48,34.500600238008474
49,29.15975730783539
50,36.6372570139487
51,29.65487845303589
52,25.913642817145757
53,36.20548999957412
54,31.14359215318603
55,32.54524084465958
56,32.542510972672574
57,33.48427899565967
58,30.579186406296625
59,37.967162313744595
60,36.6644101640807
61,32.15912289017306
62,29.855252515696847
63,31.220867479096466
64,29.09646987050445
65,35.0077382826273
66,30.085796417437187
67,33.982820076253745
68,32.08811013267356
69,35.93599547656794
70,36.14936695191425
71,29.28442283845905
72,29.609961801661854
73,28.650476648215818
74,39.15850281004643
75,35.5382451128301
76,34.63062848849415
77,31.0482338231965
78,31.1024977112216
79,39.755275906767494
80,36.6005541695207
81,27.791423122613093
82,33.52555156392082
83,30.851392140129292
84,31.257660301673248
85,30.009516465028675
86,29.93668568732835
87,38.12239372435453
88,32.78490906550661
89,26.324743093566116
90,33.28608461493982
91,37.7344000178005
92,34.23641460033198
93,32.00264100220994
94,26.573203774752475
95,36.81027843354574
96,32.4082208788854
97,32.20795818417205
98,31.831071040374237
99,31.418488594416104
100,30.569559910330415
