observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
23.163462368924876,18.40074786387903,0.4456382090259734,32.063136705134944,3.3174453500479113,23.793694600940388,39.755275906767494,0.009900990099009901,2.682689056530061,100
