observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
22.94871186013247,19.590613846338822,0.45586963433402494,31.948635218933028,3.1857071072154115,24.053667912265453,38.963317757954236,0.009900990099009901,2.8250944157472415,100
