fold,R2,RMSE,MAE
1,0.6024561046009786,21.85221301369132,18.940697010901555
2,0.3799586211817031,24.38498244309642,18.831093492366225
3,0.49335292993775537,14.215814203442989,12.598748365060858
4,0.4026824412311727,23.514641342070274,14.259744698819702
5,0.17411536306953312,32.802496844369315,26.91179873228623
