fold,R2,RMSE,MAE
1,0.6115352066161193,21.601241546810137,17.136363636363637
2,0.08556495361533256,29.61341833450751,21.454545454545453
3,0.3104487817006465,16.584494401260912,14.090909090909092
4,-0.30857375884800975,34.804453737991636,25.4
5,0.3602822658018958,28.86964236009861,24.975
