observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
25.960328125114987,20.495454545454542,0.30368349185588206,32.72830595896615,2.929823388765687,27.159028147512117,39.16557087735044,0.009900990099009901,2.310029287022132,100
