shuffle_id,RMSE
1,34.44933473497505
2,26.573128749014813
3,32.91459202267774
4,35.713078031775005
5,28.55794877796957
6,32.56929386445731
7,28.05673286300041
8,29.45960257779007
9,37.34997368691155
10,32.237381302666925
11,31.807235880961777
12,36.3215270980227
13,28.532798553297685
14,33.04153763146893
15,39.99015696808794
16,26.733776918293433
17,32.33808274735615
18,29.222366720710053
19,44.43437876168083
20,31.74144763921999
21,22.772524789239508
22,32.30836274660199
23,27.946825506107157
24,38.59547193253871
25,27.726534542072194
26,36.286124082661885
27,35.88830701918748
28,35.206350485310246
29,30.813757573102247
30,34.63755350347273
31,29.29005089380003
32,36.259086963390054
33,33.644061355453104
34,34.028779758837004
35,28.27054141108706
36,33.358980901299624
37,31.74073489653728
38,34.618505288566986
39,36.67396699543667
40,32.82373825518925
41,30.34949441219899
42,33.177714635031016
43,37.96687108938764
44,33.9796104907072
45,34.15212112137865
46,29.50605793260036
47,28.562719997590246
48,29.453431433972263
49,37.4953543099812
50,28.1523345460192
51,34.45596013216986
52,30.005820679732143
53,34.034857725814355
54,25.850317462161414
55,32.988813461380914
56,33.982726631115895
57,35.17706869293425
58,33.94005076963218
59,31.39110059282417
60,34.88938527860232
61,32.661501395685654
62,34.529539074026914
63,32.746645459604736
64,26.87852394016918
65,30.463419176593238
66,23.38487865304563
67,29.942776833615483
68,29.9311470014876
69,31.118477416003863
70,28.603287030110856
71,30.312897773952585
72,30.159471209735607
73,30.435971583298812
74,30.652676182374652
75,33.25232571271282
76,33.29643824637421
77,31.60362316645507
78,28.627441605379218
79,25.43669570739214
80,36.58994828443399
81,30.499336800099233
82,32.15385413366392
83,33.55832206485526
84,29.722976136141103
85,28.971053989746895
86,35.04616108908106
87,31.282116576806175
88,28.72318855358017
89,29.07874166084872
90,34.19323959397386
91,25.34962870271184
92,30.629516831318774
93,33.92342935531626
94,33.091223040303355
95,29.04134180082895
96,34.7051958504
97,28.350829841416232
98,30.365177464415833
99,29.581492473211128
100,30.621739933649472
