fold,R2,RMSE,MAE
1,0.6407332459477855,20.773582351101393,18.146466327818928
2,0.36502000594760775,24.676986970638513,19.188772689332783
3,0.4240450234688157,15.156999579688806,13.570549598709174
4,0.36595387740805196,24.22680500599848,15.268956156809875
5,0.2681058392435388,30.87957751235524,25.447375473905677
