fold,R2,RMSE,MAE
1,0.6996587180186158,18.993735941254478,16.979009108109906
2,0.3031603837489796,25.851070200136167,19.39537897976962
3,0.2989384579657377,16.722339753038348,13.915024497292258
4,0.4969763067004894,21.578931633577003,13.449440383911133
5,0.14146479455672967,33.44461978273583,28.470499420166014
