observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
18.34598048619915,13.85,0.6522491572924873,40.23206630403786,7.238777756465602,21.806535717532025,55.02022355461671,0.009900990099009901,3.0234504434523193,100
