observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
23.765265784771877,20.958044815063477,0.4164585797870577,31.83962697170284,3.5366253423298075,22.772524789239508,44.43437876168083,0.0297029702970297,2.2830694250502237,100
