fold,R2,RMSE,MAE
1,0.568074987523808,22.777552594081627,19.511146159456086
2,0.3788015419328442,24.40772463982937,20.41997320358455
3,0.4880715645871181,14.289716005820507,11.620099697482246
4,0.42698609641765994,23.031291823971387,17.51765356410604
5,0.12832987269816942,33.699487019169744,27.2462427437462
