shuffle_id,RMSE
1,36.94281714624703
2,36.87933275075187
3,38.04499414261592
4,32.87234045160119
5,37.37500031925935
6,36.34468707049737
7,33.062154066656575
8,38.693872022928836
9,39.10874439911451
10,34.85592260854128
11,34.785425753600784
12,32.65324391453722
13,35.96304117644833
14,34.43423875108131
15,43.282242961545386
16,35.257457036100284
17,36.19586444176281
18,28.076250946202943
19,36.045848185895125
20,36.74586044466814
21,36.68394895310522
22,36.020216760670785
23,35.57563027031207
24,31.678287739030452
25,36.25067214317889
26,29.578996867376347
27,37.50575229809505
28,30.544616932411596
29,38.49200392343571
30,35.56696457075635
31,35.48658282708503
32,33.13675658838083
33,31.567633052453825
34,34.10968605641085
35,33.38873780363587
36,33.8154883261741
37,31.164172623924042
38,31.112694253690787
39,36.429579351820294
40,28.379260414913553
41,33.2684815948643
42,36.30001105901216
43,34.39666597614664
44,33.921736993310596
45,35.03078187615524
46,36.046045770663774
47,37.88263577232497
48,35.93664082539722
49,37.09041846797496
50,33.1866248891313
51,35.02947349084437
52,34.15294877535484
53,31.99720168906194
54,38.70853929477627
55,33.961943303220956
56,36.019425151611465
57,38.00192876891033
58,39.17199239568781
59,36.31475944933312
60,31.59152115768371
61,35.62569083991015
62,35.27941468431611
63,37.52769073246121
64,32.07628519737069
65,33.453251967463665
66,30.68526106448053
67,38.71525057975989
68,39.08467293304761
69,36.751634221618986
70,39.32688999920964
71,32.27435969953142
72,33.56778973702486
73,36.319874312980325
74,33.00809910061759
75,33.22329063086817
76,31.154556318568517
77,37.956858496230396
78,35.98106722287013
79,34.95796715046882
80,41.057798090961604
81,32.86667623045964
82,33.224482679249924
83,36.820230748215096
84,31.092166097138286
85,34.724596967740055
86,35.50243880933891
87,34.39994725547382
88,33.824336774143916
89,36.451391488158905
90,35.48841104356787
91,36.070847952366904
92,37.663451353007396
93,38.05393591919183
94,39.010214881390546
95,36.03135756076309
96,33.28120000109761
97,36.95635414724668
98,29.957833450478187
99,30.97458227964234
100,32.12636635600352
