shuffle_id,balanced_accuracy
1,0.5535714285714286
2,0.6071428571428572
3,0.42857142857142855
4,0.42857142857142855
5,0.35714285714285715
6,0.5357142857142857
7,0.6785714285714286
8,0.5535714285714286
9,0.4107142857142857
10,0.4107142857142857
11,0.6071428571428572
12,0.5535714285714286
13,0.4642857142857143
14,0.5357142857142857
15,0.42857142857142855
16,0.8035714285714286
17,0.3392857142857143
18,0.5
19,0.7857142857142857
20,0.6785714285714286
21,0.42857142857142855
22,0.4107142857142857
23,0.5535714285714286
24,0.6785714285714286
25,0.7321428571428572
26,0.48214285714285715
27,0.35714285714285715
28,0.48214285714285715
29,0.4107142857142857
30,0.5535714285714286
31,0.4107142857142857
32,0.4107142857142857
33,0.42857142857142855
34,0.35714285714285715
35,0.5535714285714286
36,0.3392857142857143
37,0.6071428571428572
38,0.7321428571428572
39,0.48214285714285715
40,0.5
41,0.6071428571428572
42,0.6785714285714286
43,0.5535714285714286
44,0.5357142857142857
45,0.5892857142857143
46,0.35714285714285715
47,0.6785714285714286
48,0.5535714285714286
49,0.6071428571428572
50,0.35714285714285715
51,0.5357142857142857
52,0.5
53,0.5357142857142857
54,0.5535714285714286
55,0.26785714285714285
56,0.42857142857142855
57,0.35714285714285715
58,0.35714285714285715
59,0.35714285714285715
60,0.5357142857142857
61,0.5357142857142857
62,0.4642857142857143
63,0.48214285714285715
64,0.625
65,0.4107142857142857
66,0.35714285714285715
67,0.48214285714285715
68,0.5535714285714286
69,0.5535714285714286
70,0.5535714285714286
71,0.7321428571428572
72,0.48214285714285715
73,0.3392857142857143
74,0.42857142857142855
75,0.5535714285714286
76,0.2857142857142857
77,0.5357142857142857
78,0.35714285714285715
79,0.6071428571428572
80,0.6071428571428572
81,0.35714285714285715
82,0.35714285714285715
83,0.5892857142857143
84,0.6785714285714286
85,0.6785714285714286
86,0.6071428571428572
87,0.42857142857142855
88,0.35714285714285715
89,0.2857142857142857
90,0.5535714285714286
91,0.75
92,0.48214285714285715
93,0.625
94,0.42857142857142855
95,0.7321428571428572
96,0.625
97,0.42857142857142855
98,0.48214285714285715
99,0.6607142857142857
100,0.5535714285714286
