target_shuffling_metric,observed_balanced_accuracy,null_balanced_accuracy_mean,null_balanced_accuracy_std,null_balanced_accuracy_min,null_balanced_accuracy_max,empirical_one_sided_permutation_p,z_score,significantly_better_than_noise,n_shuffles,train_accuracy,test_accuracy,train_balanced_accuracy,test_balanced_accuracy,train_f1_macro,test_f1_macro,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_logloss_mean,cv_logloss_std,test_precision,test_recall_sensitivity,test_specificity,test_mcc,test_roc_auc,test_pr_auc
balanced_accuracy,0.8035714285714286,0.49464285714285716,0.1268924971534909,0.21428571428571427,0.8035714285714286,0.0297029702970297,2.446834158556704,True,100,0.875,0.8181818181818182,0.8714285714285714,0.8035714285714286,0.8678800134816314,0.8035714285714286,0.75,0.08860722131644512,0.7350000000000001,0.08485882634212696,0.545366701222932,0.1602074627120478,,,,,,
