target_shuffling_metric,observed_balanced_accuracy,null_balanced_accuracy_mean,null_balanced_accuracy_std,null_balanced_accuracy_min,null_balanced_accuracy_max,empirical_one_sided_permutation_p,z_score,significantly_better_than_noise,n_shuffles,train_accuracy,test_accuracy,train_balanced_accuracy,test_balanced_accuracy,train_f1_macro,test_f1_macro,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_logloss_mean,cv_logloss_std,test_precision,test_recall_sensitivity,test_specificity,test_mcc,test_roc_auc,test_pr_auc
balanced_accuracy,0.4642857142857143,0.4860714285714286,0.1126695108561386,0.26785714285714285,0.8571428571428572,0.6138613861386139,-0.1943335559300759,False,100,0.8035714285714286,0.45454545454545453,0.7952380952380953,0.4642857142857143,0.7923828783282777,0.45,0.7515151515151516,0.08221006040151839,0.7564285714285715,0.07204732005099572,0.5194217633900415,0.09570797202104217,,,,,,
