target_shuffling_metric,observed_balanced_accuracy,null_balanced_accuracy_mean,null_balanced_accuracy_std,null_balanced_accuracy_min,null_balanced_accuracy_max,empirical_one_sided_permutation_p,z_score,significantly_better_than_noise,n_shuffles,train_accuracy,test_accuracy,train_balanced_accuracy,test_balanced_accuracy,train_f1_macro,test_f1_macro,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_logloss_mean,cv_logloss_std,test_precision,test_recall_sensitivity,test_specificity,test_mcc,test_roc_auc,test_pr_auc
balanced_accuracy,0.5892857142857143,0.51125,0.12295154662701759,0.26785714285714285,0.8035714285714286,0.2871287128712871,0.6378841580238594,False,100,0.8392857142857143,0.5454545454545454,0.8428571428571429,0.5892857142857143,0.8328358208955224,0.5454545454545454,0.8045454545454547,0.10325287901455044,0.8100000000000002,0.10684243596272493,4.077175981508083,3.05503303257932,,,,,,
