fold,accuracy,balanced_accuracy,log_loss
1,0.75,0.7285714285714285,6.205961321689071
2,0.8181818181818182,0.8571428571428572,6.7012591053246675
3,1.0,1.0,0.1681533574228409
4,0.7272727272727273,0.7321428571428572,6.786714310642075
5,0.7272727272727273,0.7321428571428572,0.5237918124617632
