shuffle_id,balanced_accuracy
1,0.6428571428571428
2,0.4107142857142857
3,0.6607142857142857
4,0.6428571428571428
5,0.35714285714285715
6,0.2857142857142857
7,0.5357142857142857
8,0.4642857142857143
9,0.5
10,0.26785714285714285
11,0.3214285714285714
12,0.39285714285714285
13,0.5178571428571428
14,0.35714285714285715
15,0.6607142857142857
16,0.3214285714285714
17,0.5714285714285714
18,0.6428571428571428
19,0.5714285714285714
20,0.4642857142857143
21,0.42857142857142855
22,0.6607142857142857
23,0.5535714285714286
24,0.5178571428571428
25,0.2857142857142857
26,0.6071428571428572
27,0.3214285714285714
28,0.39285714285714285
29,0.39285714285714285
30,0.48214285714285715
31,0.4107142857142857
32,0.42857142857142855
33,0.4464285714285714
34,0.3392857142857143
35,0.625
36,0.3214285714285714
37,0.5357142857142857
38,0.5178571428571428
39,0.5714285714285714
40,0.39285714285714285
41,0.4464285714285714
42,0.5178571428571428
43,0.42857142857142855
44,0.3214285714285714
45,0.5178571428571428
46,0.6428571428571428
47,0.4107142857142857
48,0.4107142857142857
49,0.4107142857142857
50,0.5535714285714286
51,0.5178571428571428
52,0.625
53,0.5535714285714286
54,0.35714285714285715
55,0.6071428571428572
56,0.4642857142857143
57,0.2857142857142857
58,0.6785714285714286
59,0.4464285714285714
60,0.6785714285714286
61,0.7142857142857143
62,0.5535714285714286
63,0.5357142857142857
64,0.4464285714285714
65,0.4107142857142857
66,0.5714285714285714
67,0.7857142857142857
68,0.5357142857142857
69,0.3214285714285714
70,0.48214285714285715
71,0.35714285714285715
72,0.8035714285714286
73,0.625
74,0.5714285714285714
75,0.625
76,0.5535714285714286
77,0.6071428571428572
78,0.7857142857142857
79,0.35714285714285715
80,0.6607142857142857
81,0.7142857142857143
82,0.2857142857142857
83,0.25
84,0.5535714285714286
85,0.3392857142857143
86,0.48214285714285715
87,0.6607142857142857
88,0.7142857142857143
89,0.7857142857142857
90,0.6607142857142857
91,0.5178571428571428
92,0.35714285714285715
93,0.48214285714285715
94,0.3392857142857143
95,0.5535714285714286
96,0.5535714285714286
97,0.4107142857142857
98,0.6607142857142857
99,0.3392857142857143
100,0.3214285714285714
