fold,accuracy,balanced_accuracy,log_loss
1,0.6666666666666666,0.6,0.5552205548918706
2,0.6363636363636364,0.6607142857142857,0.7234920594469442
3,1.0,1.0,0.3590516462815075
4,0.6363636363636364,0.6071428571428572,0.7743089520496983
5,0.8181818181818182,0.8035714285714286,0.8067598967119771
