fold,accuracy,balanced_accuracy,log_loss
1,0.8333333333333334,0.8,0.6700461605961173
2,0.6363636363636364,0.6607142857142857,0.6855277448495121
3,1.0,1.0,0.6688104360151833
4,0.8181818181818182,0.8035714285714286,0.6715781666792782
5,0.8181818181818182,0.8035714285714286,0.6672521937764195
