fold,accuracy,balanced_accuracy,log_loss
1,0.75,0.7285714285714285,0.6202602134181424
2,0.6363636363636364,0.6607142857142857,0.761501570776463
3,1.0,1.0,0.2177693569920516
4,0.8181818181818182,0.8035714285714286,0.5192408118047044
5,0.8181818181818182,0.8035714285714286,3.6178732798742175
