observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
44.4984394233226,31.07407407407407,-0.42755803189974384,40.716646572936604,4.6708579593894965,27.709471572276772,52.173144787687825,0.8118811881188119,-0.8096570016186696,100
