observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
41.36555826298069,28.44342010458746,-0.2336216733396117,44.96721499468563,1.7717421878915323,40.6917027178233,49.50845301645806,0.039603960396039604,2.032833420302024,100
