fold,R2,RMSE,MAE
1,-2.1870226304052394,27.249059279289796,22.913152351616635
2,0.656194673403458,19.25920123865505,13.265084839763416
3,0.5797373344768239,19.46270148750055,12.456371054871056
4,-0.09539718491248128,37.433359735665064,21.078613229363228
5,0.7277227694598948,14.440710009141,11.635559764309775
