fold,R2,RMSE,MAE
1,-1.9086272677723275,26.031726674402407,19.333333333333336
2,0.09201388888888906,31.29835940728046,21.714285714285715
3,0.9462730111768574,6.958873897831882,5.499999999999997
4,0.2394973797735892,31.190573124773643,22.777777777777782
5,0.8023598820058998,12.303266654444679,8.11111111111111
