fold,R2,RMSE,MAE
1,-0.46103040583280475,18.44966849599162,14.77148198524155
2,0.10019688700966589,31.15700588334371,18.066963166946962
3,0.32885264651928636,24.59527355551502,15.124196258214232
4,-0.4208564113359805,42.63321587644902,26.622609106452447
5,0.33677500580047137,22.53789373235256,17.0023128826462
