shuffle_id,RMSE
1,38.87933193500519
2,42.181184860581695
3,46.20520299118815
4,44.782939923649735
5,31.66050454542783
6,37.099861596256794
7,36.75600401723056
8,35.988120436038706
9,44.11063884241658
10,39.90112282896523
11,44.23499394847944
12,39.44298394214559
13,43.782742496498955
14,33.94179574392739
15,44.10144224319425
16,38.80727600315557
17,37.18724697948097
18,39.1357434882328
19,40.31271123733943
20,42.226271679759954
21,37.64108489530234
22,37.35860573796589
23,41.969648640641005
24,41.48112464039451
25,44.77730604129643
26,39.56968763081404
27,37.62994099413213
28,39.352927549021764
29,39.674229473034785
30,40.12720200156809
31,43.615789113116996
32,38.15012150774518
33,45.08529423939947
34,37.223479367168956
35,43.33904683725827
36,39.70927403157764
37,37.40320589551383
38,37.76250832974924
39,35.212414774977724
40,35.469171067818266
41,34.11947532554328
42,37.96712675582835
43,42.19858714100312
44,42.088980351143604
45,37.3332007310604
46,38.67759283074345
47,45.029239771010204
48,43.08725213013072
49,38.31353840061657
50,42.17142542228374
51,37.30986590941245
52,42.64393715339362
53,38.0523742770423
54,41.27486633341377
55,33.27554856022627
56,38.05011485283394
57,38.237959036387096
58,36.09323534798718
59,43.05650929387289
60,42.32848554786369
61,35.304584214018035
62,40.908233164374366
63,39.625241461424906
64,42.07417542842145
65,41.038304995402385
66,39.156828827076765
67,38.787402308973945
68,39.15980879820032
69,35.69003677695494
70,34.168134912678994
71,36.14034132667215
72,37.4026151438954
73,39.66652185529891
74,44.22550988025666
75,38.91822420560258
76,47.22955855007901
77,34.27699379623743
78,39.91128100255994
79,29.718919901953807
80,37.59493340163401
81,40.67735638806936
82,39.8691493854618
83,37.157381185109976
84,41.51655899884338
85,41.62555014305086
86,39.309723615745945
87,36.46041372310517
88,37.236750894480444
89,33.41000450809347
90,40.482544708855244
91,37.56288788406389
92,43.58710295467405
93,44.93109520245108
94,39.253838931097945
95,43.99292779082389
96,42.806611889080706
97,43.35569075453674
98,37.709742347851744
99,39.264288800366096
100,41.57269751561066
