observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
24.407644992235152,18.91239410281077,0.5705071217296931,39.57379465252357,3.351323748149062,29.718919901953807,47.22955855007901,0.009900990099009901,4.525420639729208,100
