fold,R2,RMSE,MAE
1,-3.0879334811254457,30.861060803030227,24.509710858099613
2,0.7803667249444801,15.393275402030431,11.844732689894926
3,0.6998859685503425,16.446968728207175,11.303230876064477
4,0.019537409025742303,35.41510319668499,18.18166411010112
5,0.8580205895217636,10.427869050591108,8.696712343667507
