shuffle_id,RMSE
1,43.94219245359663
2,36.14156067134422
3,36.831872086485276
4,42.299175875725396
5,34.84122535620677
6,44.419154707201194
7,42.93589535839423
8,44.82197467417435
9,33.894279242165204
10,37.13321984173509
11,51.16329729445855
12,36.62963240716163
13,43.948365473864264
14,44.38011732798317
15,42.26862538847104
16,45.04744067363328
17,27.759084409538634
18,38.01930735706863
19,39.27450462587945
20,32.930579716953126
21,36.138325016509896
22,41.50033767507596
23,36.035246111177784
24,40.503497692721744
25,38.27764007889427
26,48.167206473451365
27,34.83144881050162
28,36.399561353587146
29,40.40425382791167
30,47.75657418597834
31,29.507081806572135
32,29.90692179317305
33,35.21606582872391
34,44.7675730196318
35,39.70522001187121
36,36.32595869802348
37,40.29267319046428
38,37.19293688008709
39,38.753417709194736
40,36.979436174227715
41,46.171163817227054
42,34.0772850934595
43,43.829972594934425
44,36.98499100335505
45,41.99880236974482
46,32.714052391389146
47,41.84864778440392
48,41.52802592905303
49,45.91833651223394
50,33.013954204134166
51,43.783467610140235
52,43.09871485214109
53,35.83858601732153
54,37.61387025975737
55,41.47172091747234
56,35.592707877267976
57,41.781106755498556
58,32.343684463807094
59,37.225035113502216
60,40.323934206952686
61,40.233581390973086
62,40.12563323651786
63,33.61143501755932
64,38.116727110369254
65,44.31993904010283
66,37.535440081766865
67,44.775977571225305
68,43.838772511901304
69,44.24136823093457
70,37.80613252058573
71,37.9325480115318
72,36.571714284995316
73,32.45033646988342
74,41.25711952016636
75,37.12279769898223
76,33.54260831587566
77,38.24403629370713
78,38.95414463830394
79,42.3761507818028
80,42.928011100663376
81,44.91227067657784
82,33.08421928655072
83,35.068310994737594
84,33.19097296542737
85,41.66746821264418
86,44.214517560625076
87,41.919825707206066
88,52.79624295056345
89,30.679670522789095
90,35.834537705029426
91,40.263987674232716
92,41.68767737926793
93,32.51090550627388
94,37.06311589654405
95,35.011525023074
96,41.49885388529603
97,37.047449798863376
98,43.50929314859455
99,36.754867720201084
100,36.35797042492302
