observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
25.7638851452528,20.555555555555557,0.5214504414696668,44.642372876793935,6.91097673884448,21.29684379328438,57.1314274283428,0.019801980198019802,2.731667092066878,100
