observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
23.67444283557669,18.064909258350294,0.5959233593565394,39.15559097920886,4.716828083680276,27.759084409538634,52.79624295056345,0.009900990099009901,3.2821098986404227,100
