observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
26.432956169808175,20.148881912231445,0.4962725043296814,39.23286717319848,4.521857204099511,29.347645591389654,51.579268106842115,0.009900990099009901,2.8306756329646845,100
