observed_RMSE,observed_MAE,observed_R2,null_RMSE_mean,null_RMSE_std,null_RMSE_min,null_RMSE_max,empirical_one_sided_permutation_p,z_score,n_shuffles
37.47894719162611,27.739183655830168,-0.012695724953793786,40.31576998068026,3.186848556600073,34.34341763502075,49.087128415764724,0.2376237623762376,0.8901655471449964,100
