fold,R2,RMSE,MAE
1,-3.3823399543762207,31.95302662729356,25.32237434387207
2,0.8230734467506409,13.815876681786362,10.1980619430542
3,0.8414670825004578,11.953702625953456,7.9995574951171875
4,0.0015977025032043457,35.73763376046146,16.99757957458496
5,0.8403357863426208,11.058257415518554,7.993511199951172
