fold,R2,RMSE,MAE
1,-0.2009022424667133,16.726796294739597,13.428571428571429
2,0.784229343220339,15.257316745932565,11.142857142857142
3,0.7634985207100592,14.600228308717185,13.0
4,-0.15343524711196044,38.41223763333763,21.5
5,0.9220948788626142,7.724420150837645,5.666666666666667
